"HPI for Three-Digit ZIP Codes (All-Transactions Index)
Experimental Indexes Showing Cumulative (Nominal) Annual Appreciation",,,,,,
,,,,,,
"* These annual ZIP3 indexes should be considered developmental. As with the standard FHFA HPIs, revisions to these indexes may reflect the impact of new data or technical adjustments. Indexes are calibrated using appraisal values and sales prices for mortgages bought or guaranteed by Fannie Mae and Freddie Mac. As discussed in the Working Paper 16-01, in cases where sample sizes are small for the three-digit ZIP Code area, an index is either not reported if recording has not started or a missing value is reported with a period ("".""). Index values always reflect the native three-digit ZIP index, i.e. they are not made with data from another area or year. Three HPI values are provided and, since the indexes reflect cumulative appreciation since a certain period, the values reflect the base year being used (annual appreciations are the same). Column A is the first three digits of the ZIP code, Column B is the year, Column C is the annual change, Column D is the index value with a base of 100 when first recorded, Column E is the index value with a base of 100 in 1990, and Column F is the index value with a base of 100 in 2000. If a ZIP3 HPI has a missing value in Column D in 1990 or 2000 then the ZIP3 HPI will have blank values in Column E or F, respectively.",,,,,,
"** For tracking and feedback purposes, please cite Working Paper 16-01 when using these data. A suggested form is: Bogin, A., Doerner, W. and Larson, W. (2016). Local House Price Dynamics: New Indices and Stylized Facts. Federal Housing Finance Agency, Working Paper 16-01. The working paper is accessible at http://www.fhfa.gov/papers/wp1601.aspx.",,,,,,
"Last updated: February 23, 2017.",,,,,,
Not Seasonally Adjusted (NSA) ,,,,,,
Three-Digit ZIP Code,Year,Annual Change (%),HPI,HPI with 1990 base,HPI with 2000 base,
021,1993,-1.43,387.91,91.05,61.90,
021,1994,-0.30,386.73,90.78,61.71,
021,1995,1.33,391.86,91.98,62.53,
021,1996,4.32,408.81,95.96,65.23,
021,1997,6.07,433.60,101.78,69.19,
021,1998,8.35,469.81,110.28,74.97,
021,1999,11.26,522.72,122.70,83.41,
021,2000,19.89,626.70,147.10,100.00,
021,2001,11.46,698.50,163.96,111.46,
021,2002,11.61,779.63,183.00,124.40,
021,2003,7.68,839.49,197.05,133.96,
021,2004,10.28,925.77,217.30,147.72,
021,2005,8.69,1006.22,236.19,160.56,
021,2006,-0.13,1004.87,235.87,160.34,
021,2007,-2.98,974.90,228.84,155.56,
021,2008,-4.25,933.43,219.10,148.95,
021,2009,-5.47,882.34,207.11,140.79,
021,2010,-0.67,876.39,205.71,139.84,
021,2011,-1.81,860.56,202.00,137.32,
021,2012,0.20,862.30,202.41,137.59,
021,2013,4.45,900.70,211.42,143.72,
021,2014,8.95,981.30,230.34,156.58,
021,2015,4.80,1028.37,241.39,164.09,
021,2016,8.13,1111.99,261.01,177.44,
023,1975,.,100.00,24.44,18.52,
023,1976,17.95,117.95,28.82,21.85,
023,1977,1.52,119.75,29.26,22.18,
023,1978,3.25,123.64,30.21,22.90,
023,1979,10.15,136.19,33.28,25.22,
023,1980,13.33,154.34,37.71,28.58,
023,1981,15.02,177.52,43.38,32.88,
023,1982,7.37,190.59,46.57,35.30,
023,1983,6.82,203.59,49.75,37.71,
023,1984,20.25,244.83,59.83,45.34,
023,1985,21.20,296.73,72.51,54.95,
023,1986,18.86,352.70,86.19,65.32,
023,1987,13.86,401.58,98.13,74.37,
023,1988,5.94,425.46,103.96,78.79,
023,1989,0.44,427.34,104.42,79.14,
023,1990,-4.24,409.23,100.00,75.79,
023,1991,-7.55,378.35,92.45,70.07,
023,1992,-3.04,366.84,89.64,67.94,
023,1993,-1.67,360.70,88.14,66.80,
023,1994,-0.55,358.69,87.65,66.43,
023,1995,2.18,366.53,89.56,67.88,
023,1996,4.16,381.77,93.29,70.70,
023,1997,4.03,397.15,97.05,73.55,
023,1998,6.22,421.84,103.08,78.12,
023,1999,9.39,461.47,112.76,85.46,
023,2000,17.01,539.96,131.94,100.00,
023,2001,11.97,604.58,147.73,111.97,
023,2002,13.30,684.99,167.38,126.86,
023,2003,9.98,753.33,184.08,139.52,
023,2004,11.61,840.83,205.46,155.72,
023,2005,9.04,916.82,224.03,169.79,
023,2006,0.85,924.63,225.94,171.24,
023,2007,-4.86,879.71,214.96,162.92,
023,2008,-6.52,822.39,200.96,152.31,
023,2009,-7.66,759.41,185.57,140.64,
023,2010,-3.62,731.91,178.85,135.55,
023,2011,-3.46,706.56,172.65,130.85,
023,2012,-2.13,691.54,168.98,128.07,
023,2013,1.46,701.62,171.45,129.94,
023,2014,5.48,740.10,180.85,137.07,
023,2015,3.50,765.97,187.17,141.86,
023,2016,5.43,807.59,197.34,149.57,
024,1975,.,100.00,25.13,14.65,
024,1976,-5.81,94.19,23.67,13.80,
024,1977,6.64,100.44,25.24,14.71,
024,1978,11.55,112.04,28.15,16.41,
024,1979,21.36,135.97,34.16,19.92,
024,1980,10.07,149.66,37.60,21.92,
024,1981,18.13,176.79,44.42,25.90,
024,1982,3.77,183.46,46.10,26.88,
024,1983,8.51,199.07,50.02,29.16,
024,1984,25.55,249.93,62.80,36.61,
024,1985,20.12,300.21,75.43,43.98,
024,1986,16.70,350.35,88.03,51.32,
024,1987,9.88,384.95,96.72,56.39,
024,1988,7.10,412.29,103.59,60.40,
024,1989,0.39,413.90,104.00,60.63,
024,1990,-3.84,398.00,100.00,58.30,
024,1991,-4.24,381.14,95.76,55.83,
024,1992,1.33,386.21,97.04,56.58,
024,1993,2.31,395.12,99.28,57.88,
024,1994,3.29,408.13,102.55,59.79,
024,1995,6.15,433.23,108.85,63.46,
024,1996,3.56,448.65,112.73,65.72,
024,1997,7.69,483.14,121.39,70.78,
024,1998,7.41,518.96,130.39,76.02,
024,1999,9.54,568.48,142.83,83.28,
024,2000,20.08,682.64,171.52,100.00,
024,2001,9.59,748.10,187.97,109.59,
024,2002,7.71,805.77,202.46,118.04,
024,2003,5.00,846.02,212.57,123.93,
024,2004,6.89,904.28,227.21,132.47,
024,2005,9.54,990.53,248.88,145.10,
024,2006,-0.90,981.64,246.65,143.80,
024,2007,-0.56,976.15,245.27,143.00,
024,2008,-0.38,972.42,244.33,142.45,
024,2009,-1.62,956.62,240.36,140.13,
024,2010,0.18,958.35,240.79,140.39,
024,2011,-0.22,956.25,240.26,140.08,
024,2012,1.04,966.20,242.77,141.54,
024,2013,4.10,1005.80,252.72,147.34,
024,2014,10.19,1108.26,278.46,162.35,
024,2015,4.31,1156.04,290.46,169.35,
024,2016,7.00,1236.93,310.79,181.20,
025,1979,.,100.00,35.64,25.80,
025,1980,16.16,116.16,41.40,29.97,
025,1981,5.01,121.98,43.47,31.47,
025,1982,10.90,135.28,48.21,34.90,
025,1983,8.85,147.25,52.47,37.99,
025,1984,15.19,169.62,60.45,43.76,
025,1985,15.44,195.80,69.78,50.52,
025,1986,23.48,241.77,86.16,62.37,
025,1987,13.47,274.32,97.76,70.77,
025,1988,6.87,293.16,104.47,75.63,
025,1989,0.14,293.56,104.61,75.74,
025,1990,-4.41,280.61,100.00,72.40,
025,1991,-7.23,260.31,92.77,67.16,
025,1992,-2.01,255.09,90.90,65.81,
025,1993,-1.95,250.11,89.13,64.53,
025,1994,-0.68,248.40,88.52,64.09,
025,1995,4.66,259.98,92.65,67.07,
025,1996,2.04,265.30,94.54,68.44,
025,1997,3.84,275.48,98.17,71.07,
025,1998,6.91,294.52,104.96,75.98,
025,1999,9.56,322.68,114.99,83.25,
025,2000,20.12,387.61,138.13,100.00,
025,2001,13.08,438.30,156.19,113.08,
025,2002,12.47,492.95,175.67,127.18,
025,2003,10.10,542.73,193.41,140.02,
025,2004,14.91,623.68,222.26,160.90,
025,2005,12.49,701.58,250.02,181.00,
025,2006,1.83,714.45,254.60,184.32,
025,2007,-3.50,689.44,245.69,177.87,
025,2008,-5.34,652.59,232.56,168.36,
025,2009,-5.75,615.06,219.19,158.68,
025,2010,-4.53,587.19,209.25,151.49,
025,2011,-2.53,572.32,203.95,147.65,
025,2012,-0.91,567.12,202.10,146.31,
025,2013,0.32,568.94,202.75,146.78,
025,2014,3.07,586.42,208.98,151.29,
025,2015,3.83,608.90,216.99,157.09,
025,2016,3.75,631.71,225.12,162.98,
026,1977,.,100.00,28.87,20.95,
026,1978,9.91,109.91,31.73,23.02,
026,1979,16.77,128.34,37.05,26.88,
026,1980,7.13,137.49,39.69,28.80,
026,1981,15.69,159.06,45.92,33.32,
026,1982,10.79,176.22,50.88,36.92,
026,1983,4.82,184.72,53.33,38.70,
026,1984,17.82,217.64,62.84,45.59,
026,1985,18.39,257.65,74.39,53.97,
026,1986,22.48,315.58,91.11,66.11,
026,1987,12.97,356.52,102.93,74.69,
026,1988,3.38,368.58,106.41,77.21,
026,1989,-1.64,362.52,104.67,75.94,
026,1990,-4.46,346.36,100.00,72.56,
026,1991,-7.95,318.81,92.05,66.79,
026,1992,-1.09,315.33,91.04,66.06,
026,1993,-1.89,309.35,89.32,64.81,
026,1994,-1.00,306.27,88.43,64.16,
026,1995,2.13,312.79,90.31,65.52,
026,1996,3.33,323.20,93.31,67.71,
026,1997,4.72,338.44,97.71,70.90,
026,1998,5.52,357.12,103.11,74.81,
026,1999,11.47,398.10,114.94,83.40,
026,2000,19.91,477.36,137.82,100.00,
026,2001,14.62,547.15,157.97,114.62,
026,2002,13.69,622.04,179.60,130.31,
026,2003,11.08,690.96,199.49,144.75,
026,2004,14.81,793.31,229.04,166.19,
026,2005,10.85,879.38,253.89,184.22,
026,2006,2.46,901.01,260.14,188.75,
026,2007,-3.44,870.03,251.19,182.26,
026,2008,-6.05,817.37,235.99,171.23,
026,2009,-5.00,776.48,224.18,162.66,
026,2010,-3.72,747.56,215.84,156.60,
026,2011,-2.52,728.74,210.40,152.66,
026,2012,-0.26,726.86,209.86,152.27,
026,2013,0.68,731.81,211.29,153.30,
026,2014,3.22,755.41,218.10,158.25,
026,2015,3.25,779.96,225.19,163.39,
026,2016,3.93,810.58,234.03,169.81,
027,1975,.,100.00,25.86,20.90,
027,1976,-1.94,98.06,25.36,20.50,
027,1977,2.39,100.40,25.96,20.99,
027,1978,12.01,112.46,29.08,23.51,
027,1979,14.38,128.64,33.26,26.89,
027,1980,12.70,144.97,37.49,30.31,
027,1981,6.27,154.07,39.84,32.21,
027,1982,8.35,166.93,43.16,34.89,
027,1983,6.15,177.20,45.82,37.04,
027,1984,17.30,207.86,53.75,43.45,
027,1985,19.65,248.70,64.31,51.99,
027,1986,21.53,302.25,78.15,63.18,
027,1987,19.10,359.99,93.09,75.25,
027,1988,8.73,391.43,101.21,81.82,
027,1989,1.87,398.74,103.10,83.35,
027,1990,-3.01,386.73,100.00,80.84,
027,1991,-6.35,362.18,93.65,75.71,
027,1992,-1.38,357.18,92.36,74.66,
027,1993,-1.14,353.12,91.31,73.82,
027,1994,-0.01,353.07,91.30,73.81,
027,1995,1.24,357.44,92.43,74.72,
027,1996,2.84,367.59,95.05,76.84,
027,1997,2.69,377.49,97.61,78.91,
027,1998,3.94,392.38,101.46,82.02,
027,1999,6.54,418.05,108.10,87.39,
027,2000,14.43,478.38,123.70,100.00,
027,2001,11.67,534.21,138.13,111.67,
027,2002,13.28,605.14,156.47,126.50,
027,2003,10.64,669.54,173.13,139.96,
027,2004,14.41,766.00,198.07,160.12,
027,2005,10.57,846.99,219.01,177.05,
027,2006,2.15,865.23,223.73,180.86,
027,2007,-4.22,828.72,214.29,173.23,
027,2008,-6.19,777.44,201.03,162.51,
027,2009,-8.03,714.98,184.88,149.46,
027,2010,-3.66,688.79,178.11,143.98,
027,2011,-3.43,665.17,172.00,139.04,
027,2012,-2.14,650.94,168.32,136.07,
027,2013,0.77,655.97,169.62,137.12,
027,2014,4.02,682.33,176.43,142.63,
027,2015,3.00,702.80,181.73,146.91,
027,2016,4.55,734.76,189.99,153.59,
028,1975,.,100.00,26.71,23.79,
028,1976,4.43,104.43,27.89,24.84,
028,1977,7.06,111.80,29.86,26.59,
028,1978,14.54,128.06,34.21,30.46,
028,1979,9.67,140.45,37.52,33.41,
028,1980,8.28,152.07,40.62,36.17,
028,1981,6.16,161.45,43.12,38.40,
028,1982,2.85,166.04,44.35,39.49,
028,1983,7.90,179.16,47.86,42.61,
028,1984,8.02,193.53,51.70,46.03,
028,1985,11.17,215.14,57.47,51.17,
028,1986,17.60,253.00,67.58,60.18,
028,1987,25.78,318.23,85.00,75.69,
028,1988,14.92,365.70,97.68,86.98,
028,1989,3.91,380.00,101.50,90.39,
028,1990,-1.48,374.37,100.00,89.05,
028,1991,-3.59,360.93,96.41,85.85,
028,1992,-2.47,352.02,94.03,83.73,
028,1993,-0.86,348.98,93.22,83.01,
028,1994,-1.48,343.80,91.83,81.77,
028,1995,0.04,343.94,91.87,81.81,
028,1996,0.76,346.57,92.57,82.43,
028,1997,0.96,349.90,93.46,83.23,
028,1998,2.81,359.74,96.09,85.56,
028,1999,4.29,375.18,100.21,89.24,
028,2000,12.06,420.43,112.30,100.00,
028,2001,10.88,466.15,124.52,110.88,
028,2002,13.99,531.37,141.94,126.39,
028,2003,10.78,588.65,157.24,140.01,
028,2004,17.57,692.07,184.86,164.61,
028,2005,14.00,788.94,210.74,187.65,
028,2006,4.06,820.99,219.30,195.28,
028,2007,-2.37,801.52,214.10,190.65,
028,2008,-6.43,750.01,200.34,178.39,
028,2009,-9.30,680.25,181.70,161.80,
028,2010,-4.86,647.22,172.88,153.94,
028,2011,-4.27,619.55,165.49,147.36,
028,2012,-3.40,598.47,159.86,142.35,
028,2013,0.31,600.35,160.36,142.79,
028,2014,2.38,614.64,164.18,146.19,
028,2015,4.07,639.64,170.86,152.14,
028,2016,4.69,669.63,178.87,159.27,
029,1975,.,100.00,26.00,24.32,
029,1976,1.55,101.55,26.40,24.70,
029,1977,9.87,111.57,29.01,27.14,
029,1978,8.62,121.19,31.51,29.48,
029,1979,17.27,142.12,36.95,34.57,
029,1980,10.95,157.68,41.00,38.36,
029,1981,7.51,169.52,44.08,41.24,
029,1982,-2.50,165.28,42.97,40.20,
029,1983,6.45,175.94,45.74,42.80,
029,1984,8.14,190.27,49.47,46.28,
029,1985,10.23,209.74,54.53,51.02,
029,1986,20.08,251.87,65.48,61.27,
029,1987,25.75,316.73,82.35,77.04,
029,1988,17.37,371.75,96.65,90.43,
029,1989,4.83,389.72,101.32,94.80,
029,1990,-1.31,384.62,100.00,93.56,
029,1991,-4.57,367.06,95.43,89.29,
029,1992,-1.61,361.15,93.90,87.85,
029,1993,-1.55,355.55,92.44,86.49,
029,1994,-1.97,348.54,90.62,84.78,
029,1995,-1.46,343.45,89.29,83.54,
029,1996,1.34,348.06,90.50,84.67,
029,1997,-0.26,347.18,90.26,84.45,
029,1998,3.65,359.85,93.56,87.53,
029,1999,2.82,369.98,96.19,90.00,
029,2000,11.12,411.10,106.89,100.00,
029,2001,10.73,455.20,118.35,110.73,
029,2002,14.26,520.11,135.23,126.52,
029,2003,10.64,575.46,149.62,139.98,
029,2004,18.70,683.10,177.60,166.16,
029,2005,14.50,782.16,203.36,190.26,
029,2006,3.76,811.54,211.00,197.41,
029,2007,-2.44,791.77,205.86,192.60,
029,2008,-9.34,717.83,186.63,174.61,
029,2009,-10.62,641.57,166.81,156.06,
029,2010,-3.85,616.87,160.38,150.05,
029,2011,-5.68,581.81,151.27,141.52,
029,2012,-5.29,551.05,143.27,134.04,
029,2013,-1.06,545.19,141.75,132.62,
029,2014,4.37,569.00,147.94,138.41,
029,2015,3.97,591.59,153.81,143.90,
029,2016,5.56,624.48,162.36,151.90,
030,1975,.,100.00,30.80,24.86,
030,1976,-0.75,99.25,30.57,24.67,
030,1977,9.42,108.60,33.45,26.99,
030,1978,10.65,120.16,37.01,29.87,
030,1979,23.19,148.02,45.59,36.79,
030,1980,4.51,154.70,47.65,38.45,
030,1981,7.24,165.91,51.10,41.24,
030,1982,6.70,177.03,54.52,44.00,
030,1983,3.70,183.57,56.54,45.63,
030,1984,18.60,217.72,67.06,54.12,
030,1985,17.87,256.63,79.04,63.79,
030,1986,17.87,302.48,93.17,75.19,
030,1987,11.56,337.45,103.94,83.88,
030,1988,3.64,349.72,107.71,86.93,
030,1989,-0.26,348.80,107.43,86.70,
030,1990,-6.92,324.67,100.00,80.70,
030,1991,-9.42,294.10,90.58,73.10,
030,1992,-3.68,283.26,87.25,70.41,
030,1993,-1.20,279.87,86.20,69.57,
030,1994,-0.74,277.79,85.56,69.05,
030,1995,1.39,281.65,86.75,70.01,
030,1996,2.83,289.63,89.21,71.99,
030,1997,4.10,301.50,92.86,74.95,
030,1998,6.15,320.04,98.58,79.55,
030,1999,8.08,345.89,106.54,85.98,
030,2000,16.31,402.30,123.91,100.00,
030,2001,12.04,450.73,138.83,112.04,
030,2002,11.41,502.17,154.67,124.83,
030,2003,6.44,534.52,164.64,132.87,
030,2004,10.38,589.99,181.72,146.65,
030,2005,9.92,648.52,199.75,161.20,
030,2006,2.38,663.94,204.50,165.04,
030,2007,-2.91,644.60,198.54,160.23,
030,2008,-4.46,615.86,189.69,153.08,
030,2009,-8.17,565.52,174.18,140.57,
030,2010,-4.27,541.39,166.75,134.57,
030,2011,-3.32,523.40,161.21,130.10,
030,2012,-2.56,510.01,157.09,126.77,
030,2013,1.26,516.44,159.07,128.37,
030,2014,4.64,540.43,166.46,134.34,
030,2015,3.70,560.43,172.62,139.31,
030,2016,4.49,585.59,180.37,145.56,
031,1976,.,100.00,34.05,28.71,
031,1977,8.79,108.79,37.05,31.24,
031,1978,8.27,117.79,40.11,33.82,
031,1979,12.52,132.53,45.13,38.06,
031,1980,14.75,152.08,51.79,43.67,
031,1981,1.57,154.47,52.60,44.36,
031,1982,3.72,160.22,54.56,46.01,
031,1983,6.92,171.31,58.34,49.19,
031,1984,12.60,192.89,65.69,55.39,
031,1985,17.00,225.67,76.85,64.80,
031,1986,18.01,266.31,90.69,76.47,
031,1987,14.12,303.91,103.49,87.27,
031,1988,4.27,316.89,107.92,90.99,
031,1989,0.09,317.17,108.01,91.08,
031,1990,-7.42,293.65,100.00,84.32,
031,1991,-8.33,269.19,91.67,77.30,
031,1992,-4.31,257.60,87.72,73.97,
031,1993,-2.26,251.79,85.74,72.30,
031,1994,-0.85,249.64,85.01,71.68,
031,1995,1.23,252.72,86.06,72.57,
031,1996,2.65,259.42,88.34,74.49,
031,1997,3.96,269.70,91.84,77.44,
031,1998,6.22,286.46,97.55,82.26,
031,1999,8.08,309.60,105.43,88.90,
031,2000,12.49,348.25,118.60,100.00,
031,2001,12.62,392.22,133.57,112.62,
031,2002,11.69,438.07,149.18,125.79,
031,2003,7.34,470.21,160.13,135.02,
031,2004,11.98,526.55,179.31,151.20,
031,2005,9.47,576.42,196.30,165.52,
031,2006,1.74,586.46,199.72,168.40,
031,2007,-2.22,573.43,195.28,164.66,
031,2008,-5.39,542.53,184.76,155.79,
031,2009,-6.11,509.38,173.47,146.27,
031,2010,-3.50,491.56,167.40,141.15,
031,2011,-3.40,474.85,161.71,136.35,
031,2012,-3.63,457.62,155.84,131.40,
031,2013,1.38,463.91,157.98,133.21,
031,2014,3.42,479.76,163.38,137.76,
031,2015,3.21,495.17,168.63,142.19,
031,2016,4.67,518.30,176.50,148.83,
032,1984,.,100.00,59.12,51.87,
032,1985,16.43,116.43,68.83,60.39,
032,1986,16.51,135.65,80.19,70.36,
032,1987,20.37,163.28,96.52,84.69,
032,1988,8.75,177.57,104.98,92.11,
032,1989,2.08,181.26,107.16,94.02,
032,1990,-6.68,169.15,100.00,87.74,
032,1991,-7.82,155.92,92.18,80.88,
032,1992,-3.08,151.13,89.34,78.39,
032,1993,-2.23,147.75,87.35,76.64,
032,1994,-1.95,144.87,85.65,75.15,
032,1995,0.83,146.07,86.36,75.77,
032,1996,3.43,151.08,89.32,78.37,
032,1997,1.39,153.19,90.56,79.46,
032,1998,4.88,160.66,94.98,83.34,
032,1999,6.64,171.33,101.29,88.87,
032,2000,12.52,192.79,113.97,100.00,
032,2001,9.87,211.82,125.22,109.87,
032,2002,10.41,233.88,138.26,121.31,
032,2003,8.85,254.57,150.50,132.05,
032,2004,12.12,285.42,168.74,148.05,
032,2005,12.52,321.17,189.87,166.59,
032,2006,4.69,336.22,198.77,174.40,
032,2007,-1.14,332.41,196.51,172.42,
032,2008,-2.79,323.12,191.02,167.60,
032,2009,-7.64,298.43,176.42,154.80,
032,2010,-5.36,282.42,166.96,146.49,
032,2011,-4.21,270.53,159.93,140.33,
032,2012,-2.26,264.41,156.31,137.15,
032,2013,-0.14,264.03,156.09,136.95,
032,2014,0.66,265.76,157.11,137.85,
032,2015,3.48,275.01,162.58,142.65,
032,2016,3.37,284.28,168.06,147.46,
033,1983,.,100.00,50.92,41.91,
033,1984,14.32,114.32,58.21,47.91,
033,1985,15.73,132.30,67.36,55.44,
033,1986,23.85,163.85,83.43,68.66,
033,1987,17.62,192.73,98.14,80.76,
033,1988,7.89,207.94,105.88,87.14,
033,1989,-0.15,207.62,105.72,87.00,
033,1990,-5.41,196.39,100.00,82.30,
033,1991,-6.03,184.54,93.97,77.33,
033,1992,-3.24,178.55,90.92,74.82,
033,1993,-1.73,175.46,89.34,73.53,
033,1994,0.46,176.27,89.76,73.87,
033,1995,0.18,176.59,89.92,74.00,
033,1996,2.18,180.43,91.88,75.61,
033,1997,3.75,187.19,95.32,78.44,
033,1998,5.94,198.30,100.97,83.10,
033,1999,5.53,209.26,106.56,87.69,
033,2000,14.03,238.63,121.51,100.00,
033,2001,11.42,265.89,135.39,111.42,
033,2002,11.16,295.57,150.50,123.86,
033,2003,7.98,319.16,162.52,133.75,
033,2004,11.72,356.58,181.57,149.43,
033,2005,9.56,390.67,198.93,163.71,
033,2006,3.79,405.48,206.47,169.92,
033,2007,-0.93,401.70,204.54,168.33,
033,2008,-3.67,386.95,197.03,162.15,
033,2009,-7.34,358.55,182.57,150.25,
033,2010,-5.04,340.49,173.38,142.68,
033,2011,-4.40,325.50,165.74,136.40,
033,2012,-2.73,316.63,161.22,132.68,
033,2013,0.57,318.44,162.15,133.44,
033,2014,4.31,332.17,169.14,139.20,
033,2015,2.54,340.61,173.44,142.74,
033,2016,2.78,350.10,178.27,146.71,
034,1979,.,100.00,37.37,36.12,
034,1980,13.97,113.97,42.59,41.17,
034,1981,.,.,.,.,
034,1982,.,.,.,.,
034,1983,.,143.85,53.75,51.96,
034,1984,10.47,158.90,59.38,57.40,
034,1985,8.57,172.52,64.47,62.32,
034,1986,13.81,196.35,73.37,70.92,
034,1987,15.65,227.08,84.85,82.02,
034,1988,18.79,269.74,100.79,97.43,
034,1989,3.34,278.75,104.16,100.69,
034,1990,-3.99,267.62,100.00,96.67,
034,1991,-8.41,245.12,91.59,88.54,
034,1992,-3.29,237.06,88.58,85.63,
034,1993,-1.52,233.47,87.24,84.33,
034,1994,-1.32,230.38,86.09,83.22,
034,1995,-0.55,229.11,85.61,82.76,
034,1996,-1.21,226.34,84.58,81.76,
034,1997,0.05,226.44,84.62,81.80,
034,1998,6.16,240.39,89.83,86.83,
034,1999,5.35,253.26,94.63,91.48,
034,2000,9.31,276.84,103.45,100.00,
034,2001,9.15,302.18,112.92,109.15,
034,2002,8.25,327.11,122.23,118.16,
034,2003,6.69,349.01,130.41,126.07,
034,2004,12.86,393.90,147.19,142.28,
034,2005,11.80,440.36,164.55,159.06,
034,2006,5.89,466.31,174.24,168.44,
034,2007,-0.76,462.76,172.92,167.16,
034,2008,-3.08,448.51,167.59,162.01,
034,2009,-5.85,422.27,157.79,152.53,
034,2010,-4.91,401.55,150.05,145.04,
034,2011,-2.60,391.13,146.15,141.28,
034,2012,-5.38,370.08,138.29,133.68,
034,2013,-1.36,365.03,136.40,131.85,
034,2014,0.46,366.72,137.03,132.46,
034,2015,1.82,373.38,139.52,134.87,
034,2016,3.10,384.94,143.84,139.05,
035,1986,.,100.00,70.60,73.22,
035,1987,26.08,126.08,89.01,92.32,
035,1988,5.10,132.52,93.56,97.03,
035,1989,10.38,146.27,103.27,107.10,
035,1990,-3.16,141.65,100.00,103.71,
035,1991,-5.84,133.37,94.16,97.65,
035,1992,-4.23,127.72,90.17,93.52,
035,1993,-0.68,126.85,89.55,92.88,
035,1994,-4.73,120.85,85.32,88.49,
035,1995,2.18,123.48,87.18,90.41,
035,1996,-2.38,120.54,85.10,88.26,
035,1997,4.03,125.40,88.53,91.82,
035,1998,-1.37,123.69,87.32,90.56,
035,1999,2.53,126.82,89.53,92.86,
035,2000,7.69,136.57,96.42,100.00,
035,2001,7.99,147.48,104.12,107.99,
035,2002,7.87,159.09,112.32,116.49,
035,2003,6.45,169.36,119.56,124.00,
035,2004,14.77,194.37,137.22,142.32,
035,2005,15.34,224.18,158.27,164.14,
035,2006,5.41,236.32,166.84,173.03,
035,2007,1.32,239.43,169.03,175.31,
035,2008,-0.87,237.36,167.57,173.79,
035,2009,-7.02,220.69,155.80,161.59,
035,2010,-8.44,202.06,142.65,147.95,
035,2011,-0.57,200.91,141.84,147.10,
035,2012,-3.76,193.35,136.50,141.57,
035,2013,0.57,194.45,137.28,142.37,
035,2014,0.25,194.93,137.62,142.73,
035,2015,0.31,195.53,138.04,143.17,
035,2016,2.01,199.47,140.82,146.05,
036,2001,.,100.00,.,.,
036,2002,5.41,105.41,.,.,
036,2003,7.66,113.48,.,.,
036,2004,15.14,130.66,.,.,
036,2005,13.17,147.87,.,.,
036,2006,5.00,155.27,.,.,
036,2007,5.88,164.40,.,.,
036,2008,-2.73,159.92,.,.,
036,2009,-5.60,150.96,.,.,
036,2010,-6.27,141.49,.,.,
036,2011,-2.45,138.03,.,.,
036,2012,-5.35,130.65,.,.,
036,2013,-0.50,130.00,.,.,
036,2014,-3.09,125.99,.,.,
036,2015,2.66,129.34,.,.,
036,2016,-2.35,126.30,.,.,
037,1985,.,100.00,63.74,51.87,
037,1986,12.12,112.12,71.47,58.15,
037,1987,16.43,130.53,83.21,67.71,
037,1988,18.61,154.83,98.69,80.31,
037,1989,5.80,163.80,104.41,84.96,
037,1990,-4.23,156.88,100.00,81.37,
037,1991,-1.59,154.38,98.41,80.07,
037,1992,-1.84,151.54,96.60,78.60,
037,1993,-0.60,150.63,96.02,78.13,
037,1994,-0.37,150.07,95.66,77.84,
037,1995,5.22,157.91,100.66,81.91,
037,1996,1.84,160.81,102.51,83.41,
037,1997,2.77,165.27,105.35,85.72,
037,1998,3.29,170.71,108.82,88.55,
037,1999,4.92,179.10,114.17,92.90,
037,2000,7.64,192.79,122.89,100.00,
037,2001,9.25,210.62,134.26,109.25,
037,2002,8.58,228.69,145.78,118.62,
037,2003,6.38,243.29,155.08,126.19,
037,2004,14.42,278.37,177.45,144.39,
037,2005,12.53,313.25,199.68,162.48,
037,2006,3.81,325.19,207.29,168.67,
037,2007,3.14,335.39,213.79,173.96,
037,2008,-0.73,332.93,212.22,172.69,
037,2009,-3.54,321.13,204.70,166.57,
037,2010,-4.41,306.96,195.67,159.22,
037,2011,-2.47,299.38,190.84,155.29,
037,2012,-1.21,295.76,188.53,153.41,
037,2013,-1.52,291.26,185.66,151.07,
037,2014,2.80,299.42,190.87,155.31,
037,2015,1.37,303.54,193.49,157.44,
037,2016,0.90,306.27,195.23,158.86,
038,1976,.,100.00,28.38,21.75,
038,1977,20.52,120.52,34.21,26.21,
038,1978,1.12,121.88,34.59,26.50,
038,1979,32.73,161.77,45.91,35.18,
038,1980,0.22,162.12,46.01,35.25,
038,1981,-0.48,161.34,45.79,35.08,
038,1982,12.92,182.18,51.71,39.62,
038,1983,10.49,201.30,57.13,43.77,
038,1984,11.75,224.96,63.85,48.92,
038,1985,14.88,258.43,73.35,56.20,
038,1986,19.03,307.62,87.31,66.90,
038,1987,14.57,352.43,100.03,76.64,
038,1988,5.46,371.68,105.49,80.83,
038,1989,0.46,373.39,105.98,81.20,
038,1990,-5.64,352.33,100.00,76.62,
038,1991,-7.60,325.57,92.40,70.80,
038,1992,-3.40,314.49,89.26,68.39,
038,1993,-0.45,313.07,88.86,68.08,
038,1994,0.62,315.00,89.40,68.50,
